,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword,Year,Month,Day,Day_Of_Week,Week_Of_Year,CPA,CPC,CPL,RPC,Sales_ROI,CTR,CTR%,CVR,CVR%,LCR,LCR%,Profit,Profit%
1278,Data Analytics Course,83.0,5247.0,231.04,27.0,3.0,0.04,1636.0,2024-04-11,Hyderabad,Desktop,Data Analytics Online,2024,4,11,Thursday,15,77.01,2.78,8.56,545.33,7.08,0.02,1.58,0.04,3.61,0.11,11.0,6.08,608.1
1279,Data Analytics Course,166.0,5522.0,218.34,13.0,3.0,0.02,1235.0,2024-11-22,Hyderabad,Desktop,Online Data Analytic,2024,11,22,Friday,47,72.78,1.32,16.8,411.67,5.66,0.03,3.01,0.02,1.81,0.23,23.0,4.66,465.63
1280,Data Analytics Course,108.0,3682.0,214.43,20.0,3.0,0.03,1553.0,2024-11-27,Hyderabad,Desktop,Learn Data Analytics,2024,11,27,Wednesday,48,71.48,1.99,10.72,517.67,7.24,0.03,2.93,0.03,2.78,0.15,15.0,6.24,624.25
1281,Data Analytics Course,84.0,4549.0,191.96,15.0,7.0,0.08,1303.0,2024-11-13,Hyderabad,Desktop,Data Analytics Course,2024,11,13,Wednesday,46,27.42,2.29,12.8,186.14,6.79,0.02,1.85,0.08,8.33,0.47,47.0,5.79,578.79
1282,Data Analytics Course,117.0,5170.0,215.09,16.0,10.0,0.09,1498.65,2024-11-20,Hyderabad,Tablet,Data Analytics Online,2024,11,20,Wednesday,47,21.51,1.84,13.44,149.86,6.97,0.02,2.26,0.09,8.55,0.62,62.0,5.97,596.75
1283,Data Analytics Course,195.0,3122.0,205.3,24.0,4.0,0.02,1326.0,2024-11-14,Hyderabad,Mobile,Data Analytics Training,2024,11,14,Thursday,46,51.32,1.05,8.55,331.5,6.46,0.06,6.25,0.02,2.05,0.17,17.0,5.46,545.88
1284,Data Analytics Course,149.0,3650.0,220.25,17.0,3.0,0.02,1498.65,2024-11-29,Hyderabad,Mobile,Data Analytics Online,2024,11,29,Friday,48,73.42,1.48,12.96,499.55,6.8,0.04,4.08,0.02,2.01,0.18,18.0,5.8,580.43
1285,Data Analytics Course,142.0,5436.0,237.09,14.0,7.0,0.05,1269.0,2024-11-20,Hyderabad,Tablet,Online Data Analytic,2024,11,20,Wednesday,47,33.87,1.67,16.93,181.29,5.35,0.03,2.61,0.05,4.93,0.5,50.0,4.35,435.24
1286,Data Analytics Course,98.0,5485.0,182.29,16.0,5.0,0.05,1518.0,2024-11-19,Hyderabad,Desktop,Learn Data Analytics,2024,11,19,Tuesday,47,36.46,1.86,11.39,303.6,8.33,0.02,1.79,0.05,5.1,0.31,31.0,7.33,732.74
1287,Data Analytics Course,169.0,3778.0,215.09,11.0,3.0,0.02,1721.0,2024-11-14,Hyderabad,Desktop,Data Analytics Training,2024,11,14,Thursday,46,71.7,1.27,19.55,573.67,8.0,0.04,4.47,0.02,1.78,0.27,27.0,7.0,700.13
1288,Data Analytics Course,99.0,3051.0,215.09,18.0,6.0,0.06,1762.0,2024-11-29,Hyderabad,Mobile,Online Data Analytic,2024,11,29,Friday,48,35.85,2.17,11.95,293.67,8.19,0.03,3.24,0.06,6.06,0.33,33.0,7.19,719.19
1289,Data Analytics Course,170.0,5286.0,190.65,22.0,7.0,0.04,1110.0,2024-09-11,Hyderabad,Desktop,Data Analytics Online,2024,9,11,Wednesday,37,27.24,1.12,8.67,158.57,5.82,0.03,3.22,0.04,4.12,0.32,32.0,4.82,482.22
1290,Data Analytics Course,138.96,3533.0,248.96,22.0,4.0,0.03,1606.0,2024-11-05,Hyderabad,Mobile,Data Analytics Training,2024,11,5,Tuesday,45,62.24,1.79,11.32,401.5,6.45,0.04,3.93,0.03,2.88,0.18,18.0,5.45,545.08
1291,Data Analytics Course,156.0,5125.0,182.15,26.0,10.0,0.06,1658.0,2024-11-16,Hyderabad,Mobile,Data Analytics Course,2024,11,16,Saturday,46,18.22,1.17,7.01,165.8,9.1,0.03,3.04,0.06,6.41,0.38,38.0,8.1,810.24
1292,Data Analytics Course,91.0,4500.0,241.81,20.0,3.0,0.03,1902.0,2024-11-22,Hyderabad,Mobile,Data Analytics Online,2024,11,22,Friday,47,80.6,2.66,12.09,634.0,7.87,0.02,2.02,0.03,3.3,0.15,15.0,6.87,686.57
1293,Data Analytics Course,140.0,4633.0,228.65,15.0,4.0,0.03,1738.0,2024-11-20,Hyderabad,Mobile,Data Analytics Online,2024,11,20,Wednesday,47,57.16,1.63,15.24,434.5,7.6,0.03,3.02,0.03,2.86,0.27,27.0,6.6,660.11
1294,Data Analytics Course,142.0,3155.0,229.01,20.0,10.0,0.07,1955.0,2024-11-01,Hyderabad,Mobile,Learn Data Analytics,2024,11,1,Friday,44,22.9,1.61,11.45,195.5,8.54,0.05,4.5,0.07,7.04,0.5,50.0,7.54,753.67
1295,Data Analytics Course,198.0,3444.0,195.91,27.0,4.0,0.02,1317.0,2024-11-10,Hyderabad,Desktop,Data Analytics Online,2024,11,10,Sunday,45,48.98,0.99,7.26,329.25,6.72,0.06,5.75,0.02,2.02,0.15,15.0,5.72,572.25
1296,Data Analytics Course,88.0,4253.0,210.5,23.0,8.0,0.09,1918.0,2024-11-11,Hyderabad,Tablet,Data Analytics Online,2024,11,11,Monday,46,26.31,2.39,9.15,239.75,9.11,0.02,2.07,0.09,9.09,0.35,35.0,8.11,811.16
1297,Data Analytics Course,130.0,4925.0,201.1,26.0,5.0,0.04,1301.0,2024-11-15,Hyderabad,Tablet,Analytics For Data,2024,11,15,Friday,46,40.22,1.55,7.73,260.2,6.47,0.03,2.64,0.04,3.85,0.19,19.0,5.47,546.94
1298,Data Analytics Course,186.0,3576.0,213.96,26.0,4.0,0.02,1689.0,2024-11-02,Hyderabad,Tablet,Learn Data Analytics,2024,11,2,Saturday,44,53.49,1.15,8.23,422.25,7.89,0.05,5.2,0.02,2.15,0.15,15.0,6.89,689.4
1299,Data Analytics Course,146.0,5831.0,203.07,19.0,5.0,0.03,1216.0,2024-11-28,Hyderabad,Mobile,Analytics For Data,2024,11,28,Thursday,48,40.61,1.39,10.69,243.2,5.99,0.03,2.5,0.03,3.42,0.26,26.0,4.99,498.81
1300,Data Analytics Course,199.0,5147.0,203.08,27.0,10.0,0.05,1126.0,2024-11-30,Hyderabad,Tablet,Data Analytics Course,2024,11,30,Saturday,48,20.31,1.02,7.52,112.6,5.54,0.04,3.87,0.05,5.03,0.37,37.0,4.54,454.46
1301,Data Analytics Course,94.0,4242.0,208.78,14.0,5.0,0.05,1122.0,2024-11-17,Hyderabad,Tablet,Learn Data Analytics,2024,11,17,Sunday,46,41.76,2.22,14.91,224.4,5.37,0.02,2.22,0.05,5.32,0.36,36.0,4.37,437.41
1302,Data Analytics Course,119.0,5530.0,205.75,25.0,9.0,0.08,1725.0,2024-11-14,Hyderabad,Mobile,Analytics For Data,2024,11,14,Thursday,46,22.86,1.73,8.23,191.67,8.38,0.02,2.15,0.08,7.56,0.36,36.0,7.38,738.4
1303,Data Analytics Course,168.0,4614.0,241.24,28.0,9.0,0.05,1307.0,2024-01-11,Hyderabad,Mobile,Online Data Analytic,2024,1,11,Thursday,2,26.8,1.44,8.62,145.22,5.42,0.04,3.64,0.05,5.36,0.32,32.0,4.42,441.78
1304,Data Analytics Course,117.0,5016.0,249.38,10.0,9.0,0.08,1832.0,2024-11-02,Hyderabad,Tablet,Learn Data Analytics,2024,11,2,Saturday,44,27.71,2.13,24.94,203.56,7.35,0.02,2.33,0.08,7.69,0.9,90.0,6.35,634.62
1305,Data Analytics Course,156.0,5072.0,249.37,18.0,3.0,0.02,1701.0,2024-12-11,Hyderabad,Mobile,Learn Data Analytics,2024,12,11,Wednesday,50,83.12,1.6,13.85,567.0,6.82,0.03,3.08,0.02,1.92,0.17,17.0,5.82,582.12
1306,Data Analytics Course,151.0,4805.0,241.95,22.0,3.0,0.02,1571.0,2024-03-11,Hyderabad,Tablet,Online Data Analytic,2024,3,11,Monday,11,80.65,1.6,11.0,523.67,6.49,0.03,3.14,0.02,1.99,0.14,14.0,5.49,549.31
1307,Data Analytics Course,133.0,4474.0,198.99,10.0,6.52,0.05,1394.0,2024-03-11,Hyderabad,Mobile,Online Data Analytic,2024,3,11,Monday,11,30.52,1.5,19.9,213.8,7.01,0.03,2.97,0.05,4.9,0.65,65.0,6.01,600.54
1308,Data Analytics Course,105.0,5151.0,188.18,14.0,9.0,0.09,1595.0,2024-03-11,Hyderabad,Tablet,Online Data Analytic,2024,3,11,Monday,11,20.91,1.79,13.44,177.22,8.48,0.02,2.04,0.09,8.57,0.64,64.0,7.48,747.59
1309,Data Analytics Course,98.0,4515.0,219.39,12.0,7.0,0.07,1805.0,2024-07-11,Hyderabad,Desktop,Learn Data Analytics,2024,7,11,Thursday,28,31.34,2.24,18.28,257.86,8.23,0.02,2.17,0.07,7.14,0.58,58.0,7.23,722.74
1310,Data Analytics Course,93.0,4269.0,247.76,21.0,8.0,0.09,1543.0,2024-11-19,Hyderabad,Tablet,Learn Data Analytics,2024,11,19,Tuesday,47,30.97,2.66,11.8,192.88,6.23,0.02,2.18,0.09,8.6,0.38,38.0,5.23,522.78
1311,Data Analytics Course,165.0,3759.0,231.62,23.0,6.52,0.04,1052.0,2024-11-28,Hyderabad,Mobile,Analytics For Data,2024,11,28,Thursday,48,35.52,1.4,10.07,161.35,4.54,0.04,4.39,0.04,3.95,0.28,28.0,3.54,354.19
1312,Data Analytics Course,156.0,4476.0,186.68,17.0,10.0,0.06,1372.0,2024-11-13,Hyderabad,Tablet,Analytics For Data,2024,11,13,Wednesday,46,18.67,1.2,10.98,137.2,7.35,0.03,3.49,0.06,6.41,0.59,59.0,6.35,634.95
1313,Data Analytics Course,166.0,5749.0,236.52,11.0,5.0,0.03,1780.0,2024-11-15,Hyderabad,Desktop,Analytics For Data,2024,11,15,Friday,46,47.3,1.42,21.5,356.0,7.53,0.03,2.89,0.03,3.01,0.45,45.0,6.53,652.58
1314,Data Analytics Course,134.0,5166.0,191.92,10.0,3.0,0.02,1526.0,2024-04-11,Hyderabad,Mobile,Learn Data Analytics,2024,4,11,Thursday,15,63.97,1.43,19.19,508.67,7.95,0.03,2.59,0.02,2.24,0.3,30.0,6.95,695.12
1315,Data Analytics Course,103.0,3687.0,194.73,27.0,4.0,0.04,1347.0,2024-11-15,Hyderabad,Tablet,Learn Data Analytics,2024,11,15,Friday,46,48.68,1.89,7.21,336.75,6.92,0.03,2.79,0.04,3.88,0.15,15.0,5.92,591.73
1316,Data Analytics Course,95.0,4939.0,219.43,26.0,3.0,0.03,1785.0,2024-11-07,Hyderabad,Mobile,Data Analytics Training,2024,11,7,Thursday,45,73.14,2.31,8.44,595.0,8.13,0.02,1.92,0.03,3.16,0.12,12.0,7.13,713.47
1317,Data Analytics Course,155.0,3180.0,229.63,15.0,8.0,0.05,1832.0,2024-11-15,Hyderabad,Desktop,Data Analytics Course,2024,11,15,Friday,46,28.7,1.48,15.31,229.0,7.98,0.05,4.87,0.05,5.16,0.53,53.0,6.98,697.81
1318,Data Analytics Course,184.0,3981.0,193.25,16.0,3.0,0.02,1359.0,2024-11-30,Hyderabad,Tablet,Learn Data Analytics,2024,11,30,Saturday,48,64.42,1.05,12.08,453.0,7.03,0.05,4.62,0.02,1.63,0.19,19.0,6.03,603.23
1319,Data Analytics Course,186.0,3392.0,218.16,29.0,7.0,0.04,1012.0,2024-11-08,Hyderabad,Desktop,Analytics For Data,2024,11,8,Friday,45,31.17,1.17,7.52,144.57,4.64,0.05,5.48,0.04,3.76,0.24,24.0,3.64,363.88
1320,Data Analytics Course,93.0,3160.0,220.75,30.0,8.0,0.09,1472.0,2024-08-11,Hyderabad,Desktop,Data Analytics Online,2024,8,11,Sunday,32,27.59,2.37,7.36,184.0,6.67,0.03,2.94,0.09,8.6,0.27,27.0,5.67,566.82
1321,Data Analytics Course,138.0,4699.0,202.54,26.0,9.0,0.07,1133.0,2024-11-25,Hyderabad,Tablet,Online Data Analytic,2024,11,25,Monday,48,22.5,1.47,7.79,125.89,5.59,0.03,2.94,0.07,6.52,0.35,35.0,4.59,459.4
1322,Data Analytics Course,96.0,3730.0,217.61,16.0,4.0,0.04,1283.0,2024-07-11,Hyderabad,Desktop,Analytics For Data,2024,7,11,Thursday,28,54.4,2.27,13.6,320.75,5.9,0.03,2.57,0.04,4.17,0.25,25.0,4.9,489.59
1323,Data Analytics Course,127.0,5221.0,226.67,17.0,3.0,0.02,1384.0,2024-03-11,Hyderabad,Tablet,Data Analytics Training,2024,3,11,Monday,11,75.56,1.78,13.33,461.33,6.11,0.02,2.43,0.02,2.36,0.18,18.0,5.11,510.58
1324,Data Analytics Course,92.0,3299.0,188.58,11.0,9.0,0.1,1678.0,2024-11-27,Hyderabad,Desktop,Data Analytics Online,2024,11,27,Wednesday,48,20.95,2.05,17.14,186.44,8.9,0.03,2.79,0.1,9.78,0.82,82.0,7.9,789.81
1325,Data Analytics Course,156.0,5634.0,247.45,16.0,5.0,0.03,1925.0,2024-11-08,Hyderabad,Tablet,Data Analytics Course,2024,11,8,Friday,45,49.49,1.59,15.47,385.0,7.78,0.03,2.77,0.03,3.21,0.31,31.0,6.78,677.93
1326,Data Analytics Course,113.0,5991.0,211.28,16.0,3.0,0.03,1499.0,2024-11-16,Hyderabad,Tablet,Learn Data Analytics,2024,11,16,Saturday,46,70.43,1.87,13.2,499.67,7.09,0.02,1.89,0.03,2.65,0.19,19.0,6.09,609.49
1327,Data Analytics Course,84.0,3917.0,233.19,13.0,10.0,0.12,1498.65,2024-11-11,Hyderabad,Desktop,Data Analytics Course,2024,11,11,Monday,46,23.32,2.78,17.94,149.86,6.43,0.02,2.14,0.12,11.9,0.77,77.0,5.43,542.67
1328,Data Analytics Course,189.0,5335.0,181.46,27.0,9.0,0.05,1734.0,2024-11-08,Hyderabad,Mobile,Online Data Analytic,2024,11,8,Friday,45,20.16,0.96,6.72,192.67,9.56,0.04,3.54,0.05,4.76,0.33,33.0,8.56,855.58
1329,Data Analytics Course,149.0,4550.0,219.44,11.0,9.0,0.06,1659.0,2024-11-16,Hyderabad,Tablet,Online Data Analytic,2024,11,16,Saturday,46,24.38,1.47,19.95,184.33,7.56,0.03,3.27,0.06,6.04,0.82,82.0,6.56,656.02
1330,Data Analytics Course,100.0,5805.0,181.27,15.0,4.0,0.04,1195.0,2024-11-04,Hyderabad,Desktop,Learn Data Analytics,2024,11,4,Monday,45,45.32,1.81,12.08,298.75,6.59,0.02,1.72,0.04,4.0,0.27,27.0,5.59,559.24
1331,Data Analytics Course,105.0,5156.0,201.01,25.0,10.0,0.1,1472.0,2024-11-11,Hyderabad,Desktop,Analytics For Data,2024,11,11,Monday,46,20.1,1.91,8.04,147.2,7.32,0.02,2.04,0.1,9.52,0.4,40.0,6.32,632.3
1332,Data Analytics Course,86.0,5060.0,249.4,15.0,4.0,0.05,1761.0,2024-11-15,Hyderabad,Tablet,Data Analytics Online,2024,11,15,Friday,46,62.35,2.9,16.63,440.25,7.06,0.02,1.7,0.05,4.65,0.27,27.0,6.06,606.09
1333,Data Analytics Course,93.0,5178.0,245.13,14.0,5.0,0.05,1080.0,2024-08-11,Hyderabad,Mobile,Data Analytics Online,2024,8,11,Sunday,32,49.03,2.64,17.51,216.0,4.41,0.02,1.8,0.05,5.38,0.36,36.0,3.41,340.58
1334,Data Analytics Course,180.0,3076.0,227.91,12.0,10.0,0.06,1498.65,2024-11-05,Hyderabad,Desktop,Online Data Analytic,2024,11,5,Tuesday,45,22.79,1.27,18.99,149.86,6.58,0.06,5.85,0.06,5.56,0.83,83.0,5.58,557.56
1335,Data Analytics Course,156.0,3218.0,235.69,28.0,6.0,0.04,1289.0,2024-11-16,Hyderabad,Tablet,Data Analytics Online,2024,11,16,Saturday,46,39.28,1.51,8.42,214.83,5.47,0.05,4.85,0.04,3.85,0.21,21.0,4.47,446.9
1336,Data Analytics Course,124.0,4682.0,207.53,20.0,3.0,0.02,1550.0,2024-03-11,Hyderabad,Tablet,Online Data Analytic,2024,3,11,Monday,11,69.18,1.67,10.38,516.67,7.47,0.03,2.65,0.02,2.42,0.15,15.0,6.47,646.88
1337,Data Analytics Course,177.0,3592.0,205.25,29.0,9.0,0.05,1271.0,2024-11-15,Hyderabad,Desktop,Data Analytics Training,2024,11,15,Friday,46,22.81,1.16,7.08,141.22,6.19,0.05,4.93,0.05,5.08,0.31,31.0,5.19,519.24
1338,Data Analytics Course,156.0,3506.0,242.9,13.0,6.52,0.04,1208.0,2024-01-11,Hyderabad,Desktop,Analytics For Data,2024,1,11,Thursday,2,37.25,1.56,18.68,185.28,4.97,0.04,4.45,0.04,4.18,0.5,50.0,3.97,397.32
1339,Data Analytics Course,132.0,3562.0,238.34,23.0,4.0,0.03,1033.0,2024-11-29,Hyderabad,Tablet,Data Analytics Course,2024,11,29,Friday,48,59.58,1.81,10.36,258.25,4.33,0.04,3.71,0.03,3.03,0.17,17.0,3.33,333.41
1340,Data Analytics Course,178.0,4523.28,203.6,12.0,3.0,0.02,1155.0,2024-02-11,Hyderabad,Tablet,Analytics For Data,2024,2,11,Sunday,6,67.87,1.14,16.97,385.0,5.67,0.04,3.94,0.02,1.69,0.25,25.0,4.67,467.29
1341,Data Analytics Course,153.0,3953.0,237.56,20.0,6.0,0.04,1388.0,2024-11-26,Hyderabad,Tablet,Learn Data Analytics,2024,11,26,Tuesday,48,39.59,1.55,11.88,231.33,5.84,0.04,3.87,0.04,3.92,0.3,30.0,4.84,484.27
1342,Data Analytics Course,187.0,4891.0,223.99,14.0,8.0,0.04,1014.0,2024-11-26,Hyderabad,Mobile,Online Data Analytic,2024,11,26,Tuesday,48,28.0,1.2,16.0,126.75,4.53,0.04,3.82,0.04,4.28,0.57,57.0,3.53,352.7
1343,Data Analytics Course,155.0,4976.0,183.21,10.0,5.0,0.03,1554.0,2024-11-13,Hyderabad,Tablet,Online Data Analytic,2024,11,13,Wednesday,46,36.64,1.18,18.32,310.8,8.48,0.03,3.11,0.03,3.23,0.5,50.0,7.48,748.21
1344,Data Analytics Course,90.0,5781.0,200.71,28.0,5.0,0.06,1498.65,2024-11-07,Hyderabad,Mobile,Data Analytics Online,2024,11,7,Thursday,45,40.14,2.23,7.17,299.73,7.47,0.02,1.56,0.06,5.56,0.18,18.0,6.47,646.67
1345,Data Analytics Course,172.0,3001.0,210.62,14.0,4.0,0.02,1192.0,2024-11-25,Hyderabad,Tablet,Data Analytics Online,2024,11,25,Monday,48,52.66,1.22,15.04,298.0,5.66,0.06,5.73,0.02,2.33,0.29,29.0,4.66,465.95
1346,Data Analytics Course,92.0,5728.0,224.5,14.0,9.0,0.1,1876.0,2024-11-26,Hyderabad,Tablet,Online Data Analytic,2024,11,26,Tuesday,48,24.94,2.44,16.04,208.44,8.36,0.02,1.61,0.1,9.78,0.64,64.0,7.36,735.63
1347,Data Analytics Course,162.0,5103.0,188.15,13.0,9.0,0.06,1264.0,2024-11-28,Hyderabad,Mobile,Analytics For Data,2024,11,28,Thursday,48,20.91,1.16,14.47,140.44,6.72,0.03,3.17,0.06,5.56,0.69,69.0,5.72,571.8
1348,Data Analytics Course,193.0,3131.0,198.1,22.0,5.0,0.03,1870.0,2024-11-19,Hyderabad,Tablet,Data Analytics Course,2024,11,19,Tuesday,47,39.62,1.03,9.0,374.0,9.44,0.06,6.16,0.03,2.59,0.23,23.0,8.44,843.97
1349,Data Analytics Course,138.96,3547.0,238.34,13.0,5.0,0.04,1130.0,2024-02-11,Hyderabad,Desktop,Data Analytics Online,2024,2,11,Sunday,6,47.67,1.72,18.33,226.0,4.74,0.04,3.92,0.04,3.6,0.38,38.0,3.74,374.11
1350,Data Analytics Course,185.0,4070.0,200.95,21.0,5.0,0.03,1503.0,2024-07-11,Hyderabad,Mobile,Online Data Analytic,2024,7,11,Thursday,28,40.19,1.09,9.57,300.6,7.48,0.05,4.55,0.03,2.7,0.24,24.0,6.48,647.95
1351,Data Analytics Course,117.0,3350.0,243.68,23.0,5.0,0.04,1204.0,2024-11-14,Hyderabad,Desktop,Analytics For Data,2024,11,14,Thursday,46,48.74,2.08,10.59,240.8,4.94,0.03,3.49,0.04,4.27,0.22,22.0,3.94,394.09
1352,Data Analytics Course,123.0,4976.0,244.49,14.0,4.0,0.03,1579.0,2024-02-11,Hyderabad,Desktop,Analytics For Data,2024,2,11,Sunday,6,61.12,1.99,17.46,394.75,6.46,0.02,2.47,0.03,3.25,0.29,29.0,5.46,545.83
1353,Data Analytics Course,181.0,5612.0,203.66,17.0,3.0,0.02,1498.65,2024-11-07,Hyderabad,Tablet,Data Analytics Training,2024,11,7,Thursday,45,67.89,1.13,11.98,499.55,7.36,0.03,3.23,0.02,1.66,0.18,18.0,6.36,635.86
1354,Data Analytics Course,118.0,4390.0,214.04,24.0,8.0,0.07,1071.0,2024-11-18,Hyderabad,Tablet,Analytics For Data,2024,11,18,Monday,47,26.76,1.81,8.92,133.88,5.0,0.03,2.69,0.07,6.78,0.33,33.0,4.0,400.37
1355,Data Analytics Course,82.0,3698.0,229.12,30.0,9.0,0.11,1246.0,2024-11-20,Hyderabad,Mobile,Learn Data Analytics,2024,11,20,Wednesday,47,25.46,2.79,7.64,138.44,5.44,0.02,2.22,0.11,10.98,0.3,30.0,4.44,443.82
1356,Data Analytics Course,175.0,4295.0,195.17,18.0,6.0,0.03,1939.0,2024-11-27,Hyderabad,Tablet,Data Analytics Online,2024,11,27,Wednesday,48,32.53,1.12,10.84,323.17,9.93,0.04,4.07,0.03,3.43,0.33,33.0,8.93,893.49
1357,Data Analytics Course,130.0,3332.0,202.06,14.0,5.0,0.04,1184.0,2024-11-14,Hyderabad,Desktop,Online Data Analytic,2024,11,14,Thursday,46,40.41,1.55,14.43,236.8,5.86,0.04,3.9,0.04,3.85,0.36,36.0,4.86,485.96
1358,Data Analytics Course,92.0,4082.0,186.29,25.0,5.0,0.05,1046.0,2024-11-24,Hyderabad,Tablet,Online Data Analytic,2024,11,24,Sunday,47,37.26,2.02,7.45,209.2,5.61,0.02,2.25,0.05,5.43,0.2,20.0,4.61,461.49
1359,Data Analytics Course,159.0,4464.0,204.86,27.0,3.0,0.02,1963.0,2024-11-20,Hyderabad,Tablet,Analytics For Data,2024,11,20,Wednesday,47,68.29,1.29,7.59,654.33,9.58,0.04,3.56,0.02,1.89,0.11,11.0,8.58,858.22
1360,Data Analytics Course,193.0,5263.0,240.5,18.0,6.0,0.03,1670.0,2024-11-21,Hyderabad,Tablet,Online Data Analytic,2024,11,21,Thursday,47,40.08,1.25,13.36,278.33,6.94,0.04,3.67,0.03,3.11,0.33,33.0,5.94,594.39
1361,Data Analytics Course,98.0,4371.0,246.23,25.0,7.0,0.07,1114.0,2024-11-14,Hyderabad,Tablet,Analytics For Data,2024,11,14,Thursday,46,35.18,2.51,9.85,159.14,4.52,0.02,2.24,0.07,7.14,0.28,28.0,3.52,352.42
1362,Data Analytics Course,176.0,3657.0,209.44,19.0,3.0,0.02,1171.0,2024-07-11,Hyderabad,Desktop,Online Data Analytic,2024,7,11,Thursday,28,69.81,1.19,11.02,390.33,5.59,0.05,4.81,0.02,1.7,0.16,16.0,4.59,459.11
1363,Data Analytics Course,182.0,5833.0,243.72,20.0,5.0,0.03,1206.0,2024-11-14,Hyderabad,Desktop,Data Analytics Course,2024,11,14,Thursday,46,48.74,1.34,12.19,241.2,4.95,0.03,3.12,0.03,2.75,0.25,25.0,3.95,394.83
1364,Data Analytics Course,85.0,3077.0,200.16,11.0,10.0,0.12,1876.0,2024-11-23,Hyderabad,Mobile,Analytics For Data,2024,11,23,Saturday,47,20.02,2.35,18.2,187.6,9.37,0.03,2.76,0.12,11.76,0.91,91.0,8.37,837.25
1365,Data Analytics Course,98.0,3646.0,239.05,14.0,6.0,0.06,1586.0,2024-11-14,Hyderabad,Desktop,Data Analytics Course,2024,11,14,Thursday,46,39.84,2.44,17.08,264.33,6.63,0.03,2.69,0.06,6.12,0.43,43.0,5.63,563.46
1366,Data Analytics Course,160.0,3139.0,230.55,28.0,5.0,0.03,1449.0,2024-11-15,Hyderabad,Desktop,Analytics For Data,2024,11,15,Friday,46,46.11,1.44,8.23,289.8,6.28,0.05,5.1,0.03,3.12,0.18,18.0,5.28,528.5
1367,Data Analytics Course,179.0,4005.0,232.47,16.0,10.0,0.06,1553.0,2024-11-24,Hyderabad,Desktop,Analytics For Data,2024,11,24,Sunday,47,23.25,1.3,14.53,155.3,6.68,0.04,4.47,0.06,5.59,0.62,62.0,5.68,568.04
1368,Data Analytics Course,138.96,4315.0,196.3,24.0,5.0,0.04,1364.0,2024-11-26,Hyderabad,Mobile,Data Analytics Course,2024,11,26,Tuesday,48,39.26,1.41,8.18,272.8,6.95,0.03,3.22,0.04,3.6,0.21,21.0,5.95,594.85
1369,Data Analytics Course,195.0,3876.0,187.59,28.0,3.0,0.02,1828.0,2024-11-21,Hyderabad,Mobile,Data Analytics Course,2024,11,21,Thursday,47,62.53,0.96,6.7,609.33,9.74,0.05,5.03,0.02,1.54,0.11,11.0,8.74,874.47
1370,Data Analytics Course,197.0,3174.0,215.09,22.0,7.0,0.04,1527.0,2024-11-14,Hyderabad,Tablet,Data Analytics Online,2024,11,14,Thursday,46,30.73,1.09,9.78,218.14,7.1,0.06,6.21,0.04,3.55,0.32,32.0,6.1,609.94
1371,Data Analytics Course,92.0,5550.0,226.38,28.0,8.0,0.09,1322.0,2024-11-21,Hyderabad,Tablet,Learn Data Analytics,2024,11,21,Thursday,47,28.3,2.46,8.08,165.25,5.84,0.02,1.66,0.09,8.7,0.29,29.0,4.84,483.97
1372,Data Analytics Course,90.0,3526.0,211.39,10.0,3.0,0.03,1395.0,2024-11-20,Hyderabad,Desktop,Online Data Analytic,2024,11,20,Wednesday,47,70.46,2.35,21.14,465.0,6.6,0.03,2.55,0.03,3.33,0.3,30.0,5.6,559.92
1373,Data Analytics Course,149.0,3192.0,215.09,20.0,4.0,0.03,1708.0,2024-11-14,Hyderabad,Tablet,Online Data Analytic,2024,11,14,Thursday,46,53.77,1.44,10.75,427.0,7.94,0.05,4.67,0.03,2.68,0.2,20.0,6.94,694.09
1374,Data Analytics Course,82.0,4132.0,247.13,11.0,6.0,0.07,1091.0,2024-12-11,Hyderabad,Tablet,Data Analytics Training,2024,12,11,Wednesday,50,41.19,3.01,22.47,181.83,4.41,0.02,1.98,0.07,7.32,0.55,55.0,3.41,341.47
1375,Data Analytics Course,151.0,5826.0,226.53,16.0,8.0,0.05,1511.0,2024-11-25,Hyderabad,Desktop,Learn Data Analytics,2024,11,25,Monday,48,28.32,1.5,14.16,188.88,6.67,0.03,2.59,0.05,5.3,0.5,50.0,5.67,567.02
1376,Data Analytics Course,162.0,5997.0,240.29,20.0,5.0,0.03,1144.0,2024-11-24,Hyderabad,Mobile,Data Analytics Online,2024,11,24,Sunday,47,48.06,1.48,12.01,228.8,4.76,0.03,2.7,0.03,3.09,0.25,25.0,3.76,376.09
1377,Data Analytics Course,197.0,4541.0,243.81,19.0,9.0,0.05,1701.0,2024-11-11,Hyderabad,Desktop,Data Analytics Training,2024,11,11,Monday,46,27.09,1.24,12.83,189.0,6.98,0.04,4.34,0.05,4.57,0.47,47.0,5.98,597.67
1378,Data Analytics Course,133.0,4642.0,184.52,22.0,4.0,0.03,1074.0,2024-11-14,Hyderabad,Desktop,Online Data Analytic,2024,11,14,Thursday,46,46.13,1.39,8.39,268.5,5.82,0.03,2.87,0.03,3.01,0.18,18.0,4.82,482.05
